timestamp,avg_total_cpu,avg_per_core,avg_ram_percent,avg_swap_percent,avg_av_cpu,avg_network_proc_cpu,avg_tcp_retrans_rate,label
2025-07-15 10:05:54,0.30771433229063927,0.22021616317561324,0.8911680240533739,1.3738564099238029,0.0,0.0,0.0,normal
2025-07-15 10:06:13,0.3926010446466777,0.259275910772511,0.8911680240533739,1.2837674650107667,0.0,0.0,0.0,normal
2025-07-15 10:06:30,0.25466013706811524,0.20809417254209325,0.8894833964086606,1.2837674650107667,0.0,0.0,0.0,normal
2025-07-15 10:06:48,0.7109262159818218,0.5151846019245998,0.8760063752509536,1.3062897012390258,0.0,0.0,0.0,normal
2025-07-15 10:07:05,0.7852020892933554,0.3683738264741909,0.8675832370273867,1.3062897012390258,0.0,0.0,0.0,normal
2025-07-15 10:07:22,0.20160594184559125,0.2700510135578621,0.8692678646721002,1.3062897012390258,0.0,0.0,0.0,normal
2025-07-15 10:07:38,1.230857329162557,1.1071418111948261,0.8793756305403804,1.3062897012390258,0.0,0.0,0.0,normal
2025-07-15 10:07:55,2.992256610550354,1.8156048193316612,0.9181220663687879,1.2612452287825076,0.0,0.0,0.0,normal
2025-07-15 10:08:13,0.965586353049937,0.7879293911787997,0.8962219069875141,1.2612452287825076,0.0,0.0,0.0,normal
2025-07-15 10:08:51,1.888729349921855,1.446557548933386,0.9568685021971954,1.2387229925542487,0.0,0.0,0.0,normal
2025-07-15 10:09:09,1.230857329162557,1.2761762361400215,0.9703455233549024,1.2387229925542487,0.0,0.0,0.0,normal
2025-07-15 10:09:26,0.4774877570027161,0.247153920138991,0.9652916404207623,1.2387229925542487,0.0,0.0,0.0,normal
2025-07-15 10:09:43,1.1671922948955282,1.1206106896765151,0.9737147786443292,1.2387229925542487,0.0,0.0,0.0,normal
2025-07-15 10:11:13,1.8462859937438356,1.0997339280298972,0.9888764274467496,1.2612452287825076,0.0,0.0,0.0,normal
2025-07-15 10:11:30,4.541439111048056,4.51274773528986,1.0309921185645838,1.1711562838694713,0.0,0.0,0.0,normal
2025-07-15 10:11:49,1.888729349921855,1.857358342624897,1.0545769055905712,1.1711562838694713,0.0,0.0,0.0,normal
2025-07-15 10:13:21,0.4562660789137065,0.2747651210264532,1.0815309479059851,1.036022866499917,0.0,0.0,11.406739915269418,normal
