timestamp,signal_strength_percent,channel_congestion_percent,gateway_ping_ms,gateway_packet_loss_percent,crc_error_rate,label
2025-07-30 09:54:29,1.011608222490931,3.6484018264840183,5.745594713656388,0.0,0.0,gatewayPing
2025-07-30 09:55:39,1.0104450499545867,1.895910780669145,0.631578947368421,0.0,0.0,Normal
2025-07-30 10:06:15,1.0095281306715065,0.7731958762886598,1.5121951219512195,0.0,0.0,Normal
2025-07-30 10:06:22,1.0092991608074393,1.2017479970866716,0.5350194552529183,0.0,0.0,Normal
2025-07-30 10:06:29,1.0090702947845804,0.7309941520467836,0.43774319066147865,0.0,0.0,Normal
2025-07-30 10:06:36,1.0088415325323057,0.6929248723559446,0.5339805825242718,0.0,0.0,Normal
2025-07-30 10:06:43,1.0086128739800544,0.8339376359680929,3.759057971014493,0.0,0.0,Normal
2025-07-30 10:06:50,1.0083843190573305,0.7630813953488372,3.839662447257384,0.0,0.0,Normal
2025-07-30 10:06:57,1.008155867693702,1.2921751615218953,0.9623430962343097,0.0,0.0,Normal
2025-07-30 10:07:04,1.0079275198187996,0.8589835361488904,0.4166666666666667,0.0,0.0,Normal
2025-07-30 10:07:11,1.0076992753623188,1.2039660056657224,0.45492142266335817,0.0,0.0,Normal
2025-07-30 10:07:18,1.0074711342540186,1.6016713091922006,0.4139072847682119,0.0,0.0,Normal
2025-07-30 10:07:25,1.0072430964237211,1.337448559670782,0.7389162561576355,0.0,0.0,Normal
2025-07-30 10:08:46,1.0070151618013126,1.3841998649561107,0.6132461161079313,0.0,0.0,Normal
2025-07-30 10:08:56,1.006787330316742,1.294820717131474,1.407884151246983,0.0,0.0,Normal
2025-07-30 10:09:03,1.0065596019000227,0.8887425938117183,0.4019292604501608,0.0,0.0,Normal
2025-07-30 10:09:10,1.0063319764812302,0.9803921568627451,0.4025764895330113,0.0,0.0,Normal
2025-07-30 10:09:16,1.0061044539905042,0.7170795306388527,0.4025764895330113,0.0,0.0,Normal
2025-07-30 10:09:23,1.005877034358047,1.0953608247422681,0.4407051282051282,0.0,0.0,Normal
2025-07-30 10:09:30,1.0056497175141244,0.7395498392282958,3.611738148984199,0.0,0.0,Normal
2025-07-30 10:09:37,1.0054225033890647,0.9009009009009009,0.487987987987988,0.0,0.0,Normal
2025-07-30 10:09:44,1.0051953919132595,0.48764629388816644,0.11312217194570136,0.0,0.0,Normal
2025-07-30 10:09:51,1.0049683830171634,0.5867014341590613,0.37965072133637057,0.0,0.0,Normal
2025-07-30 10:09:58,1.0047414766312939,0.68359375,0.7581501137225171,0.0,0.0,Normal
2025-07-30 10:10:05,1.0045146726862304,0.682704811443433,0.491679273827534,0.0,0.0,Normal
2025-07-30 10:10:12,1.0042879711126156,0.6813757300454251,0.3794266441821248,0.0,0.0,Normal
2025-07-30 10:10:19,1.0040613718411553,0.8408796895213454,0.38071065989847713,0.0,0.0,Normal
2025-07-30 10:10:26,1.0038348748026167,1.0355987055016183,2.67639902676399,0.0,0.0,Normal
2025-07-30 10:10:33,1.0036084799278304,1.0932475884244373,0.5136986301369864,0.0,0.0,Normal
2025-07-30 10:10:40,1.003382187147689,0.9560229445506693,0.4729148753224419,0.0,0.0,Normal
2025-07-30 10:10:47,1.003155996393147,1.1306532663316582,0.5145797598627787,0.0,0.0,Normal
2025-07-30 10:10:54,1.002929907595222,1.2376237623762376,0.5565068493150686,0.0,0.0,Normal
2025-07-30 10:11:01,1.0027039206849933,0.9846153846153847,4.700854700854701,0.0,0.0,Normal
2025-07-30 10:11:08,1.002478035593602,1.006711409395973,0.1171875,0.0,0.0,Normal
2025-07-30 10:11:15,1.0022522522522523,0.9074410163339383,0.46801872074882994,0.0,0.0,Normal
2025-07-30 10:11:22,1.0020265705922091,0.6031363088057902,0.3897116134060795,0.0,0.0,Normal
2025-07-30 10:11:29,1.0018009905447995,0.7299270072992701,0.38910505836575876,0.0,0.0,Normal
2025-07-30 10:11:36,1.0015755120414134,0.6060606060606061,0.1256281407035176,0.0,0.0,Normal
2025-07-30 10:11:43,1.0013501350135015,0.6329113924050633,0.5033557046979866,0.0,0.0,Normal
2025-07-30 10:11:50,1.001124859392576,0.5120481927710843,0.3778337531486146,0.0,0.0,Normal
2025-07-30 10:11:57,1.0008996851102114,0.6359781950333131,0.21079258010118046,0.0,0.0,Normal
2025-07-30 10:12:04,1.0006746120980436,0.7640586797066015,0.8898305084745762,0.0,0.0,Normal
2025-07-30 10:12:11,1.0004496402877698,0.769704433497537,0.5489864864864865,0.0,0.0,Normal
2025-07-30 10:12:18,1.0002247696111486,1.8406759203379601,0.5584192439862543,0.0,0.0,Normal
2025-07-30 10:12:24,1.0,1.0618932038834952,0.42992261392949266,0.0,0.0,Normal
2025-07-30 10:12:31,1.0,0.6525792417650714,0.4325259515570934,0.0,0.0,Normal
